Timestamp,BotTOKEN,ChatID,Path_documento,Situacao,Json
1694616879,1,6477534976,6477534976/335992543.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBxmUBzS8UT8mPwEH0uz6OzJDhmauTAAKArjEbSbkRRCy126BB-4JNAQADAgADeAADMAQ","file_unique_id":"AQADgK4xG0m5EUR9","file_size":34717,"file_path":"photos/file_46.jpg"}}
1694616995,1,6477534976,6477534976/335992544.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIByGUBzaMv8sn6WRYys1kuNZcM5Y6HAAKDrjEbSbkRRH04B0pZyllkAQADAgADbQADMAQ","file_unique_id":"AQADg64xG0m5EURy","file_size":27606,"file_path":"photos/file_47.jpg"}}
1694616879,1_RavAerty,6477534976,6477534976/335992543.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBxmUBzS8UT8mPwEH0uz6OzJDhmauTAAKArjEbSbkRRCy126BB-4JNAQADAgADeAADMAQ","file_unique_id":"AQADgK4xG0m5EUR9","file_size":34717,"file_path":"photos/file_46.jpg"}}
1694616995,1_RavAerty,6477534976,6477534976/335992544.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIByGUBzaMv8sn6WRYys1kuNZcM5Y6HAAKDrjEbSbkRRH04B0pZyllkAQADAgADbQADMAQ","file_unique_id":"AQADg64xG0m5EURy","file_size":27606,"file_path":"photos/file_47.jpg"}}
,1,,/.jpg,OK,
1695080835,1,6477534976,6477534976/335992545.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBymUI4YPWHHxhAAF82IvQWYfZYF8iPAACTqwxG7kNSUQRBaG1-lZHwAEAAwIAA3kAAzAE","file_unique_id":"AQADTqwxG7kNSUR-","file_size":115983,"file_path":"photos/file_48.jpg"}}
1695081094,1,6477534976,6477534976/335992546.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBzGUI4oYSHHLsGmApGtuhFFYHK47AAAJPrDEbuQ1JRMpIqEawJV6cAQADAgADeQADMAQ","file_unique_id":"AQADT6wxG7kNSUR-","file_size":92735,"file_path":"photos/file_49.jpg"}}
1695081153,1,6477534976,6477534976/335992547.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBzWUI4sHqhKRT74Hh1YJPe7SSvmDSAAJQrDEbuQ1JRDoqOI785LDUAQADAgADeQADMAQ","file_unique_id":"AQADUKwxG7kNSUR-","file_size":106790,"file_path":"photos/file_50.jpg"}}
1695081217,1,6477534976,6477534976/335992548.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBzmUI4wEK_99tBTRNMsGAqlfB6DzLAAJRrDEbuQ1JRJBmeyG0YOENAQADAgADeQADMAQ","file_unique_id":"AQADUawxG7kNSUR-","file_size":71948,"file_path":"photos/file_51.jpg"}}
1695081268,1,6477534976,6477534976/335992549.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBz2UI4zSzT1HckqZAbIo9s06voqsLAAJSrDEbuQ1JRGT6zkUz5Nm_AQADAgADeQADMAQ","file_unique_id":"AQADUqwxG7kNSUR-","file_size":101678,"file_path":"photos/file_52.jpg"}}
1695081268,1,6477534976,6477534976/335992549.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBz2UI4zSzT1HckqZAbIo9s06voqsLAAJSrDEbuQ1JRGT6zkUz5Nm_AQADAgADeQADMAQ","file_unique_id":"AQADUqwxG7kNSUR-","file_size":101678,"file_path":"photos/file_52.jpg"}}
1695081268,1,6477534976,6477534976/335992549.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIBz2UI4zSzT1HckqZAbIo9s06voqsLAAJSrDEbuQ1JRGT6zkUz5Nm_AQADAgADeQADMAQ","file_unique_id":"AQADUqwxG7kNSUR-","file_size":101678,"file_path":"photos/file_52.jpg"}}
1695082277 1695082428,1,6477534976,6477534976/335992551.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIB0WUI5yUkk-EcDyMXwlK_0fjivYiVAAJTrDEbuQ1JRFf-h36L_7KHAQADAgADeQADMAQ","file_unique_id":"AQADU6wxG7kNSUR-","file_size":67697,"file_path":"photos/file_53.jpg"}}
1695082277 1695082428,1,6477534976,6477534976/335992551.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIB0WUI5yUkk-EcDyMXwlK_0fjivYiVAAJTrDEbuQ1JRFf-h36L_7KHAQADAgADeQADMAQ","file_unique_id":"AQADU6wxG7kNSUR-","file_size":67697,"file_path":"photos/file_53.jpg"}}
1695082277 1695082428,1,6477534976,6477534976/335992551.jpg,OK,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIB0WUI5yUkk-EcDyMXwlK_0fjivYiVAAJTrDEbuQ1JRFf-h36L_7KHAQADAgADeQADMAQ","file_unique_id":"AQADU6wxG7kNSUR-","file_size":67697,"file_path":"photos/file_53.jpg"}}
